url,title,description,director,stars,year,runtime,genre,rating,imdb_score,metascore,gross
https://www.imdb.com/title/tt18877372/,Before You Eat,Modern slavery is still happening in this century. Some of the fates of fishing boat crews are thrown into the high seas,,,2022,96,Documentary,18+,10.0,,
https://www.imdb.com/title/tt10628070/,Suwung,Once upon a time Nyi Patek often terrorized the people of Karangnongko village at the foot of Mount Merapi. She kidnapped children to become slaves. At that time also in Karangnongko stood ...,Hamka Winovan,"Lionil Hendrik, Weni Panca, Inez Fahri, Nani Yudi",2019,88,Horror,17+,,,
https://www.imdb.com/title/tt9249222/,Mama Mama Jagoan,,Sidi Saleh,"Widyawati, Niniek L. Karim, Ratna Riantiarno, Nadine Alexandra",2018,94,"Comedy, Drama",13+,7.2,,
https://www.imdb.com/title/tt5340728/,Iseng,"Inspired by a true story about a young rookie detective paired with an experienced officer, a flirtatious secretary, a prostitute, three thugs, a driver, a restaurant owner, a cook, and a ...",Adrian Tang,"Donny Alamsyah, Viola Arsa, Ayushita, Fauzi Baadila",2016,100,Drama,D,7.4,,
https://www.imdb.com/title/tt1718842/,Nakalnya Anak Muda,,Nayato Fio Nuala,"Uli Auliani, Ratu Felisha, Rozie Mahally, Rommy Ravalzi",2010,75,"Horror, Thriller",,4.2,,
https://www.imdb.com/title/tt6433446/,Seputih Cinta Melati,Two prisoners escaped from a prison a few weeks before Eid al-Fitr. They were forced to hide in a cabin and then met the siblings Rian and Melati who were in trouble. The prisoners help them and their friendship started here.,Ari Sihasale,"Argo, Asrul Dahlan, Naomi Ivo, Chicco Jerikho",2014,,"Drama, Family",,,,
https://www.imdb.com/title/tt27680856/,Rahasia Meede,"Two intelligence agents are competing to embark on an adventure to search for the VOC's legacy gold. However, they realize that there is a big conspiracy behind the gold that involves their two intelligence organizations.",,"Rio Dewanto, Denny Sumargo, Mawar Eva de Jongh, Donny Damara",,,"Adventure, Thriller",,,,
https://www.imdb.com/title/tt2323657/,Setannya Kok Masih Ada,,Muchyar Syamas,"Deddy Mahendra Desta, Zacky Zimah, Ardani, Deriell Jaqueline",2011,83,"Comedy, Horror",,4.5,,
https://www.imdb.com/title/tt14728728/,Ladies on Top,"The villagers gossip about Dian, the most beautiful girl in the village. In one occasion when they rode a truck to visit (tilik) Bu Lurah (head of the village) in the town's hospital, some villagers debated who would marry Dian.",Wahyu Agung Prasetyo,"Siti Fauziah, Brilliana Desy D., Angelina Punyk, Dyah Mulani",2018,32,"Short, Drama",,7.9,,
https://www.imdb.com/title/tt13429052/,Kalis,Kalis must work as a prostitute to survive and able to provide for her only daughter.,,"Tio Pakusadewo, Egy Fedly, Nagra Kautsar Pakusadewo, Avan Sanjaya",2020,,Drama,,,,
https://www.imdb.com/title/tt1045856/,Jampang II,,S.A. Karim,"Barry Prima, Yoshep Hungan, Rudy Wahab, Ayu Lestari",1990,,,,,,
https://www.imdb.com/title/tt1385881/,Empat sekawan,,Hu,"Anwar, Hamid Arief, Salmah",1953,,Music,,,,
https://www.imdb.com/title/tt0274877/,Special Silencers,"Large red pills are obtained from a forest dwelling mystic, which aid in meditation. However, if used by the untrained they cause a huge tree to grow in the stomach and burst its way through the skin.",Arizal,"Barry Prima, Eva Arnaz, W.D. Mochtar, Dicky Zulkarnaen",1982,86,"Action, Drama, Fantasy",,6.1,,
https://www.imdb.com/title/tt12949990/,Di Sini Ada Yang Mati,"Sarah, Jasmine, and Lydia always help each other if one is hit by the problem. At one point, Lydia complained to Jasmine and Sarah that she was expecting. The child was the result of his relationship with Christian, Lydia's ex- lover.",Nayato Fio Nuala,"Stuart Collin, Donita, Garneta Haruni, Tata Sivek",2013,68,"Crime, Horror, Mystery",,4.5,,
https://www.imdb.com/title/tt6421380/,Heart Beat,,Hadrah Daeng Ratu,"Ify Alyssa, Sivia Azizah, Agatha Pricilla, Purwacaraka",2015,92,Drama,SU,,,
https://www.imdb.com/title/tt24031086/,Azrax Melawan Sindikat Perdagangan Wanita,"When a human trafficking syndicate kidnaps a neighborhood girl, warrior-preacher Azrax springs into action. With the aid of two men whose sister and girlfriend were also taken, he travels ...",Dedi Setiadi,"Gatot Brajamusti, Yama Carlos, Nadine Chandrawinata, Mario Irwinsyah",2013,108,"Action, Drama",,,,
https://www.imdb.com/title/tt19389608/,First Breath After Coma,"In the span of three historic years after the fall of the authoritarian regime in late 1990s Indonesia, three Chinese Indonesian siblings rediscover what it means to be a family while caring for their father who is in a coma.",,,,,Drama,,,,
https://www.imdb.com/title/tt1656783/,Taring,A monster from sacred jungle attacks a group of people who broke the offering,Rizal Mantovani,"Fahrani, Shinta Bachir, Hendrik Betta, Meidian Maladi",2010,90,Horror,,5.5,,
https://www.imdb.com/title/tt28222535/,Behind the Seen,Deep within this adventure documentary with Dr. Lawrence Blair is the discovery of what lies hidden in plain sight: consciousness within nature. An original SAVEarth Studios production shot...,,,2023,21,"Documentary, Short",,,,
https://www.imdb.com/title/tt0336177/,Cintaku di Rumah Susun,,Nya Abbas Akup,"Eva Arnaz, Asmuni, Kadir, Tuti I. Malaon",1987,105,"Comedy, Drama",,7.4,,
https://www.imdb.com/title/tt28468143/,Cinta Lama Bersatu Kembali,"Ranca Puspa Village, whose area is experiencing a high number of divorce cases. This problem is caused by the lack of education and the poverty rate in the village. Hengki is the village ...",,"Cut Meyriska, Marcell Darwin, Dian Sidik, Iyang Darmawan",2023,,"Comedy, Drama, Romance",,,,
https://www.imdb.com/title/tt27054828/,Gombal from Home,"Unemployed and lonely due to the pandemic, Eka creates a profile on a dating app using fake photos and descriptions.",Egi M. Ginanjar,"Leon Lolang, Naomi Elaine",2020,15,"Short, Drama",,,,
https://www.imdb.com/title/tt14795522/,Cabe-Cabean,"Suzan was friends with Indy and Sylvi at school. At night, they became the dream of the street racing motorcycle jockeys. They became 'chillies'. Unable to bear the burden that her choice ...",Endri Pelita,"Ratu Intan, Yuki Kato, Ciccio Manassero, David John Schaap",2015,91,Drama,,,,
https://www.imdb.com/title/tt10530462/,Nikah Yuk,"Arya (Marcell Darwin) is asked by his parents to get married soon, but he wants to focus on his career as a photographer in Japan. Until one day, Arya met Lia (Yuki Kato), a comic artist who brought his life to a new chapter.",Adhe Dharmastriya,"Yuki Kato, Marcell Darwin, Aliyah Faizah, Dwi Akraniza A.",2020,94,Drama,13+,6.8,,
https://www.imdb.com/title/tt0288434/,Asrama Dara,A teenage girl enters into a relationship with a middle-aged widower.,Usmar Ismail,"Rendra Karno, Bambang Irawan, Bambang Hermanto, Baby Huwae",1958,119,"Drama, Music",,7.5,,
https://www.imdb.com/title/tt2285649/,Pocong Minta Kawin,,"Nayato Fio Nuala, Harry Suharyadi","Mpok Atiek, Bolot, Christopher, Boy Idrus",2011,84,"Comedy, Horror",,7.7,,
https://www.imdb.com/title/tt14188260/,Jenglot Redemption,"Nana and their friends make a film in a sacred forest. Because of sacrilegious thing they committed, the cryptid who owns the place murdered them one by one except one. The last one later makes an agreement with the cryptid.",Paundra Wibatsu,"Ikbal Trihatmojo, Yoga Rhiziano, Sanada Karisma, Yunus Hendarsin",2021,20,"Short, Comedy, Horror",,,,
https://www.imdb.com/title/tt1037774/,Lara jonggrang,,Jimmy Atmaja,"Soendjoto Adibroto, Azwar An, Minati Atmanegara, Eddie Garcia",1983,,"Action, Fantasy, History",,7.2,,
https://www.imdb.com/title/tt8572340/,Salah Asuhan,"In order to realize her son's dream, Mariam seeks a loan of money. Sutan Batuah is captivated by Hanafi's intelligence and lends money on one condition, which is to match Hanafi with his ...",,"Dimas Aditya, Wendy Afiana Wilson, Ayu Dyah Pasha, Dinda Surbakti",2017-2018,,"Drama, Romance",,,,
https://www.imdb.com/title/tt8863424/,Jakarta Palembang 2018 Asian Games,"The 2018 Asian Games (Indonesian: Pesta Olahraga Asia 2018), officially known as the 18th Asian Games and also known as Jakarta Palembang 2018, was a pan-Asian multi-sport event being held ...",,"Kim Yeon-Koung, Liu Xiaotong, Kim Su-ji, Park Eun-jin",2018,,Sport,,8.9,,
https://www.imdb.com/title/tt9115554/,Bayi Tabung,"Jelina had to work at a travel agency because her husband, Sukarya, a lecturer, was facing career problems. Jelina agreed to rent out her uterus for a high fee by a couple from Malaysia who...",Nurhadie Irawan,"Fauziah Ahmad Daud, Ade Irawan, Sheila Majid, Deddy Mizwar",1988,107,Drama,,7.0,,
https://www.imdb.com/title/tt21479638/,Sumber Rezeki,Ujang dan Udin adalah anak kampung yang ingin menjadi pro player. Mereka memutuskan untuk merantau ke Jakarta dan kesulitan mencari alamat kostan.,,"Dharty Manulang, Bayu Lisang, Donna Visca, Pixisye",2021,,"Comedy, Drama, Romance",,9.5,,
https://www.imdb.com/title/tt1122860/,Neraca kasih,,Henky Solaiman,"Yessy Gusman, Kaharudin Syah, Meriam Bellina, Wolly Sutinah",1982,113,,,7.2,,
https://www.imdb.com/title/tt1692209/,Gejolak kawula muda,"1985. The street craze for break-dancing sweeps the world and reaches Indonesia, where young people seem to practice it everywhere all the time. Mr. Gondo hates it and forbids his daughter ...",Maman Firmansyah,"Alwi A.S., Zainal Abidin, Pitradjaya Burnama, Titi Dwijayati",1985,107,Musical,,,,
https://www.imdb.com/title/tt7974204/,Revan & Reina,"Revan has been friends with Reina since childhood. Now, romance sparks between them. But, Revan knows that Reina is still thinking about another guy, Fabian. After three years, Fabian is back into Reinas life.",Andreas Sullivan,"Angela Gilsha, Bryan Domani, Irsyadillah, Ajun Perwira",2018,98,"Drama, Romance",13+,8.2,,
https://www.imdb.com/title/tt15276480/,Balada Sepasang Kekasih Gila,"Djarot is often put in an isolation room in a mental hospital, for being rude, even killing people who bully him. Meanwhile, Lastri was given a sentence in a prison for killing and ...",Anggy Umbara,"Denny Sumargo, Sara Fajira, Vera Sharoon, Rachel Hersas",2021,90,"Crime, Drama",D17+,6.5,,
https://www.imdb.com/title/tt0335743/,Sengsara Membawa Nikmat,"The story of Midun, a village boy who is very kind, but has bad luck to be jailed twice, but ends with a good fate, repaying elegantly.",,"Septian Dwi Cahyo, W.D. Mochtar, Sandy Nayoan, Desy Ratnasari",1991,,Drama,,8.4,,
https://www.imdb.com/title/tt11385448/,Bura,"In the early stages of the political transition in 1998, rumours of black-clad ninjas terrorises the Tapal Kuda region of East Java. These ninjas come out during the night targeting Koran ...",Eden Junjung,"Elang El Gibran, Ersya Ruswandono",2019,12,Short,,5.8,,
https://www.imdb.com/title/tt2513342/,Atambua 39° Celsius,"A Father, a son and a stranger cross path in a place where the heat of the sun can either burn or warm old wounds.",Riri Riza,"Gudino Suares, Petrus Beyleto, Putri Moruk",2012,90,Drama,,6.2,,
https://www.imdb.com/title/tt11708804/,Bukit Berdarah,Five members of the Pendawa Lima mountaineer group are kidnapped by criminals who run an illegal mining operation / slavery ring.,Atok Suharto,"George Rudy, Enny Beatrice, Advent Bangun, Wieke Widowati",1985,83,Action,17+,,,
https://www.imdb.com/title/tt23773292/,Dini Hari,An overworked career mom who tries to get home early for her daughter's birthday ended up taking care of her boss's daughter all night and missing the whole birthday.,Dian Sastrowardoyo,"Cut Mini Theo, Asmara Abigail, Widuri Sasono",2022,,"Short, Drama",,,,
https://www.imdb.com/title/tt10428144/,Afternoon: Wife from the Future,"Jonathan (Dion Wiyoko) is a young man from Indonesia who lives in Italy. One day, a woman named Sore (Tika Bravani) appears and claims that she is Jonathan's wife from the future.",,"Dion Wiyoko, Tika Bravani, Samuel Oluoko, Maria Nikolcheva",2017,,"Drama, Romance",,8.6,,
https://www.imdb.com/title/tt1445090/,Pocong Kamar Sebelah,,Nayato Fio Nuala,"Rahma Azhari, Reza Pahlevi, Andrew Roxburgh",2009,80,Horror,,4.2,,
https://www.imdb.com/title/tt9115550/,Bayangan Cinta,"Ex-lovers Auzy and Akhbar who meet again after 18 years. Although still very much in love, the two cannot resume their relationship as Akhbar is now a married man. However, they can't seem ...",Abdi Wiyono,"Lydia Kandou, Fauziah Ahmad Daud, Eman Manan, Rina Hassim",1987,85,"Drama, Romance",,,,
https://www.imdb.com/title/tt0344662/,Jalan kehidupan,,,"Katon Bagaskara, Sonia Carrascalao, Bella Esperance, Nungki Kusumastuti",1996,60,Drama,,,,
https://www.imdb.com/title/tt28506835/,Dewi,"The story begins when Dewi lost the baby in her womb. Meanwhile, Bayu, her husband spends the night with Reva. Years passed, Dewi also still didn't have children and she has just been left ...",,"Ririn Dwi Aryanti, Ashraf Sinclair, Reuben Elishama, Alessia Cestaro",2019-2020,,"Drama, Romance",,,,
https://www.imdb.com/title/tt28506852/,Aku Bukan Ustadz: Mendadak Soleh,"Soleh is a motorbike kid who always makes trouble and makes the villagers where he lives uneasy. He is the son of Sanusi, one of the local village scholars. Soleh's behavior is getting ...",,"Michelle Ziudith, Rifky Balweel, Cemal Faruk",2019,,"Comedy, Drama",,,,
https://www.imdb.com/title/tt1268800/,Ikhsan: Mama I Love You,,Rico M. Bradley,"Wulan Guritno, Fachri Muhammad, Ibnu Jamil, Rendy Bragi",2008,90,Drama,,,,
https://www.imdb.com/title/tt15059274/,Bisikan Arwah Mantan,"The making of the latest Kudeta Production's film is interrupted when one of the cast approaches Viki to get revenge on her sister ruin Viki's household with Angel. Since then, ghost terror has emerged.",Hanny Mustofa,"Dino Barton, Frengky Ardian Batubara, Varissa Camelia, Natisya Fauzia",2021,42,"Comedy, Horror",,4.8,,
https://www.imdb.com/title/tt2945540/,Epic Java,Epic Java is a visual of the universe and human culture. A searching process of the mysteries of life and everything related to it. A contemplative depiction that will take us into God's power.,,,2013,30,"Documentary, Short",,8.5,,
https://www.imdb.com/title/tt2911900/,9 Summers 10 Autumns,"A story of hope where the son of a poor minibus driver in Batu, the City of Apples in East Java, Indonesia went on to become a multinational company director in New York, The Big Apple.",Ifa Isfansyah,"Agni P. Arkadewi, Ence Bagus, Hayria Faturrahman, Ade Irawan",2013,117,"Biography, Drama, Family",,8.2,,
https://www.imdb.com/title/tt1157723/,Tahu Diri Dong,"Casino, Dono Indro, Marina and Anita all reside in a problematic boarding house together.",Arizal,"Ita Agusta, Eva Arnaz, Malino Djunaedy, Lydia Kandou",1984,89,"Comedy, Drama",,7.0,,
https://www.imdb.com/title/tt3969642/,Siti Bling Bling,"""Two families and their never ending feud cost the life of a mother and her daughter lost until years later she is brought back through a series of event""",,"Pierre Gruno, Tio Pakusadewo, Mikha Tambayong, Johan Morgan Purba",2014,,"Action, Drama",,1.5,,
https://www.imdb.com/title/tt2375479/,Sampai Ujung Dunia,"When 3 childhood friends are faced with a love triangle, Annissa challenges to choose whomever to bring her first to Holland under her conditions.",Monty Tiwa,"Diaz Ardiawan, Chintami Atmanegara, Deddy Mahendra Desta, Iwa K.",2012,,Drama,,7.9,,
https://www.imdb.com/title/tt1122863/,Pacar Ketinggalan Kereta,"Mr. and Mrs. Padmo celebrate their 25th anniversary but Mrs. Padmo's jealousy towards her husband's secretary, Ms. Retno, is sparked. The jealousy leads to many misunderstandings.",Teguh Karya,"Ayu Azhari, Rachmat Hidayat, Niniek L. Karim, Alex Komang",1989,139,"Drama, Romance",,6.8,,
https://www.imdb.com/title/tt8174958/,Bisa Kelabang Geni,,Dasri Jacob,"Yan Bastian, Tisna S. Brata, Angel D. Memah, Essie Lousiana",1988,85,Action,,,,
https://www.imdb.com/title/tt14534402/,Wedding Proposal,"Bisma, a single photographer who is constantly being asked to marry by her parents, finally meets a perfectionist wedding organizer named Sissy. However, the struggle to get it is not always easy.",Emil Heradi,"Dimas Anggara, Sheryl Sheinafia, Arya Saloka, Josephine Firmstone",2021,102,"Comedy, Drama, Romance",TV-14,7.1,,
https://www.imdb.com/title/tt1102212/,Genderuwo,Ghosts haunt the mad novelist who threaten a women who stay alone in a house,K.K. Dheeraj,"Davina Veronica, Robby Shine, Indah Kirana",2007,,Horror,D,1.3,,
https://www.imdb.com/title/tt1045229/,Tirai kasih,,Agus Elias,"Kamsul Chandrajaya, Ade Irawan, Dasri Jacob, Mandra",1984,,,,,,
https://www.imdb.com/title/tt24484662/,Evacuation of Mama Emola,An incarcerated man is allowed a temporary release with a woman prison officer to evacuate his mother - who is trapped in a village during an earthquake that might lead to a tsunami - bringing them to an unexpectedly exciting experience,Anggun Priambodo,"Siti Fauziah, Ricky H. Malau",2023,18,"Short, Drama",,,,
https://www.imdb.com/title/tt27044696/,Kampung Bocah,,,"Sakurta H. Ginting, Rifat Sungkar",2007-2008,,Comedy,,,,
https://www.imdb.com/title/tt0486966/,"Dajang Soembi, the Woman Who Was Married to a Dog",Silent short (with music and inter-titles) telling an old Indonesian folk tale of a princess who ends up married to a dog.,Edwin,"Sha Ine Febriyanti, Faozan Rizal",2005,7,Short,,6.6,,
https://www.imdb.com/title/tt0949897/,Tarzan: Treasure Watcher,"Under the guise of friendship, a team of adventurers invades the off-limits area of a tribe in the Indonesian jungle to rob them of their riches. Can Tarzan, the vigilant defender, prevent the treasure from falling into the wrong hands?",M. Abnar Romli,"Panji Dharma, Bachtiar Gomba, Yoshep Hungan, Edy S. Jonathan",1990,,Adventure,,4.3,,
https://www.imdb.com/title/tt12868184/,Benyamin the Troublemaker 2,"Pengki successfully infiltrates the mob boss's house, and escapes not only with the pendant, but finds evidence of the boss's involvement with human trafficking. It turns out that the pendant is a clue to find a gem at Monas",Hanung Bramantyo,"Reza Rahadian, Delia Husein, Rano Karno, Meriam Bellina",2020,97,Comedy,TV-14,6.4,,
https://www.imdb.com/title/tt1836553/,Opera Van Java,,,"Parto Patrio, Azis Gagap, Olga Syahputra, Komeng",2008,60,Comedy,,8.1,,
https://www.imdb.com/title/tt8529994/,The Dogs,"In a country of haves and have nots, the fates of two dogs from opposite ends of society have profound effects on the families who own them.",,,2019,70,Drama,,,,
https://www.imdb.com/title/tt12172488/,Rahasia Seorang Ibu,,Wahyu Sihombing,"Chitra Dewi, Arman Effendy, Netty Herawati, Danet Jaya Herlambang",1977,101,Drama,,,,
https://www.imdb.com/title/tt1068229/,Cintapuccino,,Rudy Soedjarwo,"Sissy Priscillia, Mpok Atiek, Aditya Herpavi, Ida Kusumah",2007,,Comedy,,5.7,,
https://www.imdb.com/title/tt10361450/,Mengejar Setan,"Andika and Tarina decide to live in Bandung after an accident that almost killed them. Andika has bought an old, quite big house because it is for a bargain price. The owner is the ghost who is still roaming and terrorizing.",Nayato Fio Nuala,"Masayu Anastasia, Munazat Radittya, Yafi Tesa Zahara",2013,71,Horror,,,,
https://www.imdb.com/title/tt0313473/,"Eliana, Eliana","After three years of separation, Bunda pays her daughter Eliana a surprise visit.",Riri Riza,"Rachel Maryam Sayidina, Jajang C. Noer, Henidar Amroe, Marcella Zalianty",2002,105,Drama,,7.0,,
https://www.imdb.com/title/tt0334850/,Jalan makin membara,,,"Taufik Savalas, Ary Sihasale, Dede Yusuf",1996,60,"Action, Drama",,,,
https://www.imdb.com/title/tt9643330/,Pemburu Mayat,"Someone is raping women corpses, even in graves they are excavated and raped.",Kurnaen Suhardiman,"Nenny Triana, Titiek Puspa, Alam Rengga Surawidjaja, Tina Juhara",1972,73,Thriller,,6.4,,
https://www.imdb.com/title/tt3096088/,"Hope God Loves You, Mom","In the aftermath of a tragic event, a teacher has to overcome his guilt when he begins working with a girl who is deaf, blind and mute.",Jose Poernomo,"Shandy Aulia, Fedi Nuril, Alya Rohali, Donny Damara",2013,120,"Adventure, Drama, Fantasy",TV-14,7.3,,
https://www.imdb.com/title/tt1672785/,Kembang semusim,,M.T. Risyaf,"Mieke Wijaya, Marisa Haque, Simon Cader, Eddy Gombloh",1980,131,Drama,,,,
https://www.imdb.com/title/tt27446773/,Ancika 1995,,Benni Setiawan,"Zee JKT48, Arbani Yasiz, Daffa Wardhana, M. Adhiyat",,,,,,,
https://www.imdb.com/title/tt6684436/,Me vs. Mami,"A girl and her mother go on a road trip to Padang, West Sumatera, to visit her grandmother that will change the meaning of their relationship.",Ody C. Harahap,"Cut Mini Theo, Irish Bella, Dimas Aditya, Mike Lucock",2016,93,Comedy,13+,7.6,,
https://www.imdb.com/title/tt0336047/,Bilur-bilur penyesalan,,Nasri Cheppy,"Deddy Mizwar, Rano Karno, Sophia Latjuba, Iyut Bing Slamet",1987,96,Drama,,6.0,,
https://www.imdb.com/title/tt12417290/,Nyanyian Akar Rumput,"Fajar Merah (21) is the son of Wiji Thukul - a poets and human rights activist who was 'made to disappeared' in 1998 by The Soeharto Regime. Together with 'Merah Bercerita', a band ...",,,2018,112,Documentary,,,,
https://www.imdb.com/title/tt0347270/,Jampang,,M. Abnar Romli,"Barry Prima, Salleh Yaacob, Niena Karina, Christy Arnie Kasidi",1990,90,Action,,,,
https://www.imdb.com/title/tt5606148/,Sundul Gan: The Story of Kaskus,"At Seattle, when realizing Andrew Darwis is a man who created Kaskus, Ken Dean, a man with great passion quickly persuade Andrew to come back to Indonesia so they can expand this site ...",Naya Anindita,"Ahmad Affandy, Pamela Bowie, Andre Bablo Fardanish, Albert Halim",2016,89,"Biography, Comedy, Drama",D,8.6,,
https://www.imdb.com/title/tt27614009/,This Is Cinta,,Soni Gaokasak,"Yuki Kato, Shawn Adrian Khulafa, Unique Priscilla, Ari Wibowo",2015,,Romance,,,,
https://www.imdb.com/title/tt16526076/,Lamun Sumelang,A father has to sacrifice 7 victims in order to save his son's life.,Ludy Oji Prastama,"Freddy Rotterdam, Nunung Deni Puspitasari, Ikun Sri Kuncoro, Like Suyanto",2019,18,"Short, Drama, Mystery",,,,
https://www.imdb.com/title/tt0337307/,Titian Serambut Dibelah Tujuh,,Chaerul Umam,"Rachmat Hidayat, Sukarno M. Noor, Soultan Saladin, Darussalam",1982,110,Drama,,7.0,,
https://www.imdb.com/title/tt7262656/,Quiet Noise,"Quiet Noise is a short film project made with almost no budget, only with buried love and passion towards the art of filmmaking. This no dialogue black and white movie tells a story of how ...",Agus Salim,Brandon Mulia,2017,10,"Short, Drama, Fantasy",,,,
https://www.imdb.com/title/tt4692542/,The Fox Exploits the Tiger's Might,Two preteen boys discover their sexuality and the relation between power and sex.,Lucky Kuswandi,"Atreyu Artax Moniaga, Kemas Fauzan, Stefanny Marcelina Sugiharto, Surya Saputra",2015,25,"Short, Drama",,7.3,,
https://www.imdb.com/title/tt1161815/,Remaja idaman,,Arizal,"Joice Erna, Roy Marten, Fakhri Amrullah, Pong Harjatmo",1979,98,Drama,,,,
https://www.imdb.com/title/tt1067234/,Selir adipati gendra sakti,,H. Tjut Djalil,"Lela Anggraini, Jack Maland, Mandra, Emri Margono",1991,,,,,,
https://www.imdb.com/title/tt0298940/,Jakarta Project,"The Jakarta Project is based on the history of the discovery of the Trisakti diamond. The largest diamond in the world at that time, after World War II, was discovered by residents of ...",Indra Yudhistira,"Claudia Hidayat, Ba'i Soemarlono, Syarmi Amanda, Matthew Holmes",2001,93,,,5.1,,
https://www.imdb.com/title/tt1362043/,At Stake,"At Stake is a brave and eye-opening documentary anthology tackling taboo issues that many women are facing in the world's most populous Islamic country, Indonesia. Topics range from female ...",,,2008,107,Documentary,17+,8.6,,
https://www.imdb.com/title/tt28151906/,Pemukiman Setan,,Charles Gozali,"Maudy Effrosina, Bhisma Mulia, Ashira Zamita, Adinda Thomas",,,Horror,,,,
https://www.imdb.com/title/tt3019458/,Legend of the East,"Legend of the East tells the story of the Dynasty Ming during its most historic period of conflict. While it is common to have a story told from the kingdom's point of view, Legend of the ...",Nirattisai Kaljareuk,"Yusril Ihza Mahendra, Wang Hui Qian, Mao Su",2014,57,"Action, Drama, History",,6.7,,
https://www.imdb.com/title/tt1190099/,Claudia/Jasmine,,Awi Suryadi,"Kirana Larasati, Kinaryosih, Mieke Amalia, Nino Fernandez",2008,,"Comedy, Drama",,7.5,,
https://www.imdb.com/title/tt27047527/,Asal Tahu Saja,"Gondosasmito family has a driver named Benny, while Drajat family employs a baby sitter named Kristina. Both employers become the target of Benny and Kristina who are in love. Benny claims ...",Nawi Ismail,"Eva Arnaz, Benyamin S., Lies Saodah, S. Darto",1984,85,Comedy,,,,
https://www.imdb.com/title/tt6100278/,Pantja Sila: Cita-Cita & Realita,"June 1st, 1945, Ir. Soekarno read his speech - Pancasila in front of the BPU-PK, an institution set up by the Japanese government to look after the preparation for Indonesia independence. ...","Tyo Pakusadewo, Tino Saroengallo","Wicaksono Wisnu Legowo, Tio Pakusadewo, Tyo Pakusadewo, Verdi Solaiman",2016,78,"Documentary, History",,9.0,,
https://www.imdb.com/title/tt1385908/,Hantu Biang Kerok,,"We We, Wiendy Widasari","Elvy Sukaesih, Fadli Fuad, Kamidia Radisti, Rizky Mocil",2009,100,"Comedy, Drama, Horror",,3.3,,
https://www.imdb.com/title/tt1657400/,Menebus Impian,"Nur, a student, suffers hardships with her mother, Sekar, who only works as a laundry clerk. Both have different views of achieving a better life. The mother wants to focus on financing ...",Hanung Bramantyo,"Acha Septriasa, Ayu Dyah Pasha, Fedi Nuril, Ayu Diana",2010,,Drama,,6.1,,
https://www.imdb.com/title/tt6386008/,Sunya,"Indonesia, especially Java land is all about the mystical. The story of a man named bejo who must save his grandmother because she can not live or die, but bejo become trapped in the fairy ...",,,2016,88,"Drama, Fantasy, Mystery",,8.5,,
https://www.imdb.com/title/tt22035780/,Menggapai Ikatan Cinta,"Diva was so excited to register for the ''Ikatan Cinta'' casting competition in order to realize his simple dream of meeting his idol, Aldebaran. The cheerful girl gets full support from ...",,"Kiki Narendra, Tegar Satrya, Shandy William, Surya Saputra",2022,,"Comedy, Drama, Romance",,9.8,,
https://www.imdb.com/title/tt28590286/,After Married,Salsa and Arga face various adjustments and an inevitable sense of awkwardness with each other. Problems arise when Salsa feels their privacy and independence are threatened and Arga feels ...,Pras,"Arya Saloka, Della Dartyan, T.M. Tarsan, Joshua Otay",2022,97,"Drama, Romance",,,,
https://www.imdb.com/title/tt16257782/,Rumah Pondok Indah,Starting from a family who just bought a house from a sculptor. It turns out that there is a scary past in the house.,Irwan Siregar,"Chintami Atmanegara, Krissno Bossa, Ricky Harun, Kartika Indah Pelapory",2006,95,Horror,,,,
https://www.imdb.com/title/tt5460866/,Hunt for Me,A group of tourists are abducted and hunted on a tropical island in South East Asia.,"Maguy R. Cohen, Corey Pearson",Hayden Maher,,,"Action, Horror, Thriller",,,,
https://www.imdb.com/title/tt1068232/,Dealova,"A high school girl is torn between two young men, each loving her in their own way.",Dian Sasmita Faisal,"Ali Budimasnyah, Julie Estelle, Rizky Hanggono, Jessica Iskandar",2005,106,"Comedy, Romance",,5.7,,
https://www.imdb.com/title/tt16445140/,Project: Golgotha,,Renaldo Samsara,"Imelda Therinne, Aurora Ribero, Revaldo, Kevin Julio",2022,,Mystery,,,,
https://www.imdb.com/title/tt3239582/,Wanita Tetap Wanita,,"Irwansyah, Reza Rahadian, Didi Riyadi, Teuku Wisnu","Vonny Anggraini, Ganindra Bimo, Marcell Domits, Fahrani",2013,98,Drama,,6.5,,
https://www.imdb.com/title/tt1054011/,Jodoh Boleh Diatur,,Ami Priyono,"Raja Ema, Dono Warkop, Mr. Os, Ira Wibowo",1988,,Comedy,,6.6,,
https://www.imdb.com/title/tt28377694/,Kisah Cinta Ratu Pantai Selatan,"An interesting college student who was excited to find out the mystery of Nyai Roro Kidul. His friend described her as haunting and accused as the Queen, while he didn't believe it.",,"Sultan Djorghi, Fahmi Bo",1998,22,"Action, Adventure, Fantasy",TV-Y7-FV,,,
https://www.imdb.com/title/tt10555688/,Hantu Cantik Kok Ngompol,,Emil G. Hampp,"Sarah Azhari, Nana Mirdad",2016,,Horror,,,,
https://www.imdb.com/title/tt1239295/,Bad Wolves,,Richard Buntario,"Indra Bekti, Sultan Djorghi, Ivan Gunawan, Zack Lee",2005,122,Action,,8.1,,
https://www.imdb.com/title/tt16996932/,Hatiku Bukan Pualam,,Nasri Cheppy,"Edward Bahard, Adi Kurdi, Deddy Mizwar, Andreas Pancarian",1985,,Drama,,,,
